gene,273614N,378604X,BC187,DBVPG1106,DBVPG1373,DBVPG6765,L_1374,NCYC361,SK1,UWOPS05_217_3,UWOPS05_227_2,UWOPS83_787_3,UWOPS87_2421,Y12,Y55,YJM975,YJM978,YJM981,YPS128,YPS606,YS2,YS9
YAL003W,0.6469537859222929,0.6452988479904075,0.6469537859222929,0.6469537859222929,0.6469537859222929,0.6469537859222929,0.6469537859222929,0.6469537859222929,0.6469537859222929,0.6503478308306949,0.6486129681195554,0.6469537859222929,0.6469537859222929,0.6469537859222929,0.6486842107737743,0.6469537859222929,0.6469537859222929,0.6469537859222929,0.6486129681195554,0.6486129681195554,0.6486842107737743,0.6469537859222929
YAL005C,0.6313384398992434,0.6342053656986126,0.6341513022063519,0.6338722281108954,0.6372781776223347,0.6338722281108954,0.6332472732055121,0.6327414071104963,0.6340543012629173,0.6338221853250455,0.6338221853250455,0.6333389829768261,0.632176384415175,0.6330739503844647,0.633114336880448,0.6341966562858457,0.633438377151878,0.6338722281108954,0.6333041437072604,0.6333041437072604,0.633571206088176,0.6324177233794489
YAL007C,0.4464615193896762,0.4464615193896762,0.44456382279996,0.44456382279996,0.44456382279996,0.4464615193896762,0.4464615193896762,0.44456382279996,0.4464615193896762,0.4464615193896762,0.4464615193896762,0.4448647270848469,0.4464615193896762,0.4441016685695509,0.4473289106483754,0.44456382279996,0.44456382279996,0.44456382279996,0.4464615193896762,0.4464615193896762,0.44456382279996,0.4464615193896762
YAL012W,0.5043749953691197,0.5026628099421906,0.5019901098207755,0.5019901098207755,0.5019901098207755,0.5019901098207755,0.5019901098207755,0.5019901098207755,0.5008843851521385,0.502099438339371,0.502099438339371,0.502099438339371,0.5026628099421906,0.502099438339371,0.5005080157777131,0.5019901098207755,0.5019901098207755,0.5019901098207755,0.5016809790368929,0.5016809790368929,0.5019901098207755,0.5019901098207755
YAL023C,0.4387101830785487,0.43861856910565866,0.4383137613378727,0.4383137613378727,0.4379605838075215,0.4383137613378727,0.43723564148887695,0.4379605838075215,0.439381111726677,0.4368198625970733,0.4368198625970733,0.4390466185288997,0.4380040574113173,0.4374045458184513,0.438702522452991,0.4379605838075215,0.4389235888398109,0.4379605838075215,0.4395612709105183,0.4395612709105183,0.4379605838075215,0.4388823988252473
YAL035W,0.5278206103822382,0.5297450347114394,0.5280510676261337,0.528012014385895,0.5280510676261337,0.5280510676261337,0.5280510676261337,0.5280510676261337,0.5260166184060632,0.5282561247376906,0.5290688746035128,0.5303123974402587,0.5284649668317879,0.5284894760905645,0.5278306161672314,0.5280510676261337,0.5285061574300042,0.5280510676261337,0.5283408305112532,0.5275291990588679,0.5280510676261337,0.5279304825575961
YAL038W,0.6429924877911498,0.6429924877911498,0.6429924877911498,0.6423143178997793,0.6429924877911498,0.6429924877911498,0.6429924877911498,0.6429924877911498,0.6425701752431869,0.6414895529665863,0.6414895529665863,0.6425370018096429,0.6425701752431869,0.6423143178997793,0.6429924877911498,0.6429924877911498,0.6429924877911498,0.6429924877911498,0.6434150778930594,0.6434150778930594,0.6429924877911498,0.6429924877911498
YAL049C,0.4278162238645109,0.4278395683464078,0.42385362984194397,0.42385362984194397,0.42385362984194397,0.4237259623534451,0.4237259623534451,0.42385362984194397,0.4278395683464078,0.4270174527105699,0.4270174527105699,0.42637842783036495,0.4290306975435945,0.4278162238645109,0.4270174527105699,0.42385362984194397,0.42385362984194397,0.42385362984194397,0.4278162238645109,0.4278162238645109,0.42385362984194397,0.4264042342340092
YAL060W,0.43322772895040135,0.4313277206037836,0.43322772895040135,0.4349769016961119,0.43322772895040135,0.43322772895040135,0.43322772895040135,0.43322772895040135,0.43322772895040135,0.43660279951023706,0.43660279951023706,0.4340476412573152,0.43660279951023706,0.4348095111120986,0.43958750887386544,0.43322772895040135,0.43322772895040135,0.43322772895040135,0.4305353560104877,0.4305353560104877,0.43322772895040135,0.4327136898972279
YAR002C-A,0.4992642624845974,0.4980628419815417,0.4967087032377787,0.4986333270508902,0.4986333270508902,0.4986333270508902,0.4986333270508902,0.4986333270508902,0.4980628419815417,0.4992642624845974,0.4992642624845974,0.4980628419815417,0.4986333270508902,0.4762305880716678,0.4992642624845974,0.4986333270508902,0.4986333270508902,0.4986333270508902,0.4992642624845974,0.4992642624845974,0.4986333270508902,0.4986333270508902
