gene,273614N,378604X,BC187,DBVPG1106,DBVPG1373,DBVPG6765,L_1374,NCYC361,SK1,UWOPS05_217_3,UWOPS05_227_2,UWOPS83_787_3,UWOPS87_2421,Y12,Y55,YJM975,YJM978,YJM981,YPS128,YPS606,YS2,YS9
YDR158W,0.5265140114529896,0.5280467294084678,0.5265140114529896,0.5265140114529896,0.5265140114529896,0.5265140114529896,0.5265140114529896,0.5265140114529896,0.5277504418517999,0.5245899261311113,0.5245899261311113,0.5261885556865086,0.5254284632554117,0.5254284632554117,0.5277504418517999,0.5265140114529896,0.5265140114529896,0.5265140114529896,0.5268223623905162,0.5268223623905162,0.5265140114529896,0.5265140114529896
YDR170C,0.4173280297256566,0.4169715685645865,0.4172187591180647,0.4168866389465021,0.41729364895452425,0.4173280297256566,0.4170401551950552,0.41729364895452425,0.4151026366327483,0.4140394268654881,0.4140394268654881,0.4170143781049621,0.4151437530687637,0.4147132413580043,0.4151026366327483,0.41729364895452425,0.41729364895452425,0.41729364895452425,0.4146954369029411,0.4146954369029411,0.41729364895452425,0.4167543540363458
YDR171W,0.4302098492460559,0.43085552632210256,0.4302098492460559,0.42995399229758985,0.4302098492460559,0.4302098492460559,0.4302098492460559,0.4302098492460559,0.4309531294879749,0.4326955002432688,0.4326955002432688,0.4303787142758397,0.4306921987981989,0.43233438261581497,0.4309531294879749,0.4302098492460559,0.4302098492460559,0.4302098492460559,0.4315559787279646,0.4315559787279646,0.4302098492460559,0.43185726192820095
YDR172W,0.4956718659015572,0.4952902133370926,0.4954342145351454,0.4954342145351454,0.4954342145351454,0.4954342145351454,0.4955235316952831,0.4954342145351454,0.4958869345682568,0.4955192924596515,0.4955192924596515,0.4953780701049886,0.4969517052716907,0.4956741159200075,0.4958869345682568,0.4954342145351454,0.4954342145351454,0.4954342145351454,0.4969622753099132,0.4969622753099132,0.4954342145351454,0.4969976734625103
YDR174W,0.5035708572140106,0.5035708572140106,0.5035708572140106,0.5035708572140106,0.5035708572140106,0.5035708572140106,0.5035708572140106,0.5035708572140106,0.5058193384342566,0.5026927976539157,0.5026927976539157,0.5035708572140106,0.5043897931709509,0.5035708572140106,0.5058193384342566,0.5035708572140106,0.5035708572140106,0.5035708572140106,0.5052965256206368,0.5052965256206368,0.5035708572140106,0.5073245405711654
YDR175C,0.3826317457090321,0.3826317457090321,0.3826317457090321,0.3826317457090321,0.3826317457090321,0.3826317457090321,0.3826317457090321,0.3826317457090321,0.3829879100071052,0.3836094875202904,0.3836094875202904,0.3832651503913385,0.38259371462299147,0.3822882862247137,0.3829879100071052,0.3826317457090321,0.3826317457090321,0.3826317457090321,0.3838085764969264,0.3838085764969264,0.3826317457090321,0.3831742737192952
YDR177W,0.4010574240796253,0.39917534344888905,0.4000743934621599,0.4000743934621599,0.40345029490483625,0.4000743934621599,0.4000743934621599,0.40345029490483625,0.4010574240796253,0.4016706784867509,0.4016706784867509,0.4040529234036387,0.3989375645843985,0.40523728897762396,0.4010574240796253,0.40345029490483625,0.40345029490483625,0.40345029490483625,0.3983284829840909,0.3983284829840909,0.40345029490483625,0.4000743934621599
YDR178W,0.4244823586344231,0.4244823586344231,0.4244823586344231,0.4244823586344231,0.4244823586344231,0.4244823586344231,0.4244823586344231,0.4244823586344231,0.4276495261044343,0.4276495261044343,0.4276495261044343,0.4301718813834909,0.4276495261044343,0.4276495261044343,0.4276495261044343,0.4244823586344231,0.4244823586344231,0.4244823586344231,0.4276495261044343,0.4276495261044343,0.4244823586344231,0.4284263889291004
YDR182W,0.3584360882326845,0.3587941236353604,0.3584087675338523,0.3587941236353604,0.3587941236353604,0.3587941236353604,0.3587941236353604,0.3587941236353604,0.3598648300882564,0.3576925611582884,0.3576925611582884,0.3578555632052648,0.3576925611582884,0.35896941762111084,0.3598648300882564,0.3587941236353604,0.3587941236353604,0.3587941236353604,0.35833254155324257,0.35833254155324257,0.3587941236353604,0.3587941236353604
YDR188W,0.4304316756854117,0.4293718716476452,0.4304316756854117,0.42868745602419606,0.4304316756854117,0.4304316756854117,0.4304316756854117,0.4304316756854117,0.4291968708644137,0.4279593650885291,0.4279593650885291,0.4300117774228605,0.42756761709617297,0.4291810526991352,0.4291968708644137,0.4304316756854117,0.4304316756854117,0.4304316756854117,0.4296756323898758,0.4296756323898758,0.4304316756854117,0.4300835037354539
YDR189W,0.427641722989626,0.4282113137414839,0.427641722989626,0.427641722989626,0.4282915934157324,0.427641722989626,0.427641722989626,0.4282915934157324,0.4283614693850985,0.4284401401603435,0.4284401401603435,0.42856611292008007,0.4304431929939142,0.4303267639622891,0.4283614693850985,0.4282915934157324,0.4282915934157324,0.4282915934157324,0.4277184229113992,0.4277184229113992,0.4282915934157324,0.4273415026254849
YDR190C,0.4349825958542027,0.43293880596486056,0.4352913307486687,0.43536100923595744,0.4352913307486687,0.4352913307486687,0.4352913307486687,0.4352913307486687,0.4356673049766818,0.436164072504274,0.436164072504274,0.43535830341859216,0.43428173121739305,0.4365310849895803,0.4356673049766818,0.4352913307486687,0.4352913307486687,0.4352913307486687,0.4345676976141893,0.4345676976141893,0.4352913307486687,0.4348761380289093
YDR204W,0.3742991612620629,0.3726262056316776,0.3723598678894736,0.374928057835271,0.3735833906342331,0.374928057835271,0.374928057835271,0.3735833906342331,0.3770071917348136,0.37390348737649015,0.37390348737649015,0.379519616469964,0.37390348737649015,0.3726262056316776,0.3770071917348136,0.3735833906342331,0.3735833906342331,0.3735833906342331,0.3777878378830159,0.3777878378830159,0.3735833906342331,0.3739499096038559
YDR211W,0.4399855666477555,0.4385256774326522,0.4387352802219049,0.4390605286688416,0.4390605286688416,0.4390605286688416,0.4390605286688416,0.4390605286688416,0.4385942264177684,0.4387978897036269,0.4387978897036269,0.43979090310395297,0.4394742161763819,0.4388507704943606,0.4385942264177684,0.4390605286688416,0.4390605286688416,0.4390605286688416,0.4380132904523861,0.4380132904523861,0.4390605286688416,0.4392314767960937
YDR212W,0.4626957299258731,0.4652027403355488,0.4644154072997925,0.4644154072997925,0.4644154072997925,0.4644154072997925,0.4644154072997925,0.4644154072997925,0.4642331421879346,0.4655012353093128,0.4655012353093128,0.4655012353093128,0.4628505432718306,0.464436573169462,0.4642331421879346,0.4644154072997925,0.4644154072997925,0.4644154072997925,0.4644209460036026,0.4644209460036026,0.4644154072997925,0.4644154072997925
YDR214W,0.4236341602123897,0.4219286135756775,0.4216282684599403,0.4205547553582033,0.4221731050531111,0.4216282684599403,0.4216282684599403,0.4221731050531111,0.4216845493646108,0.42598910390890005,0.42598910390890005,0.4213622295860559,0.4240319627100642,0.4233932067369424,0.4216845493646108,0.4221731050531111,0.4221731050531111,0.4221731050531111,0.4240319627100642,0.4240319627100642,0.4221731050531111,0.42432610550121147
