"gene","X273614N","X378604X","BC187","DBVPG1106","DBVPG1373","DBVPG6765","L_1374","NCYC361","SK1","UWOPS05_217_3","UWOPS05_227_2","UWOPS83_787_3","UWOPS87_2421","Y12","Y55","YJM975","YJM978","YJM981","YPS128","YPS606","YS2","YS9"
"YDR513W","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026","  8434.026"
"YDR529C"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"," 55835.968"
"YEL026W"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"," 24862.170"
"YEL027W","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565","  8534.565"
"YEL042W"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"," 29038.625"
"YER012W"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"," 22630.566"
"YER025W"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"," 91384.775"
"YER036C","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814","132773.814"
"YER043C","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539","118500.539"
"YER126C","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777","  7721.777"
"YER178W","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437","125675.437"
"YFL039C","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868","160151.868"
"YFR004W"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"," 22537.339"
"YFR011C","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742","  7246.742"
"YGL001C"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"," 41280.019"
"YGL054C","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464","  8920.464"
"YGL068W","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845","  8141.845"
"YGL070C","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665","  7415.665"
"YGL080W","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989","  6964.989"
"YGL087C","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869","  7872.869"
"YGL123W","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476","143508.476"
"YGL187C"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"," 65634.902"
"YGL191W"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"," 42283.238"
"YGR020C"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"," 15946.318"
"YGR037C"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"," 15561.292"
"YGR082W"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"," 16776.747"
"YGR132C"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"," 69856.635"
"YGR215W"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"," 13925.681"
"YGR267C"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"," 15262.951"
"YGR282C"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"," 33264.972"
"YHL015W"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"," 92123.344"
"YHR018C"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"," 47207.383"
"YHR030C"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"," 13356.018"
"YHR072W-A","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651","  9820.651"
"YHR088W","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996","  7191.996"
"YHR128W"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"," 14205.028"
