gene,273614N,378604X,BC187,DBVPG1106,DBVPG1373,DBVPG6765,L_1374,NCYC361,SK1,UWOPS05_217_3,UWOPS05_227_2,UWOPS83_787_3,UWOPS87_2421,Y12,Y55,YJM975,YJM978,YJM981,YPS128,YPS606,YS2,YS9
YAL038W,0.8940479304608305,0.8940479304608305,0.8940479304608305,0.8931690306353951,0.8940479304608305,0.8940479304608305,0.8940479304608305,0.8940479304608305,0.8918406796876338,0.8893610401062977,0.8893610401062977,0.8862620480340557,0.8918406796876338,0.890545628409778,0.8940479304608305,0.8940479304608305,0.8940479304608305,0.8940479304608305,0.8918436050496937,0.8918436050496937,0.8940479304608305,0.8940479304608305
YBL002W,0.5451410165669653,0.5442790665197503,0.5451410165669653,0.5451410165669653,0.5451410165669653,0.5451410165669653,0.5451410165669653,0.5451410165669653,0.5493924856761194,0.5442790665197503,0.5442790665197503,0.5442790665197503,0.5442790665197503,0.5442790665197503,0.5493924856761194,0.5451410165669653,0.5451410165669653,0.5451410165669653,0.5442790665197503,0.5442790665197503,0.5451410165669653,0.5451410165669653
YBL026W,0.14598104711126492,0.14598104711126492,0.14598104711126492,0.14598104711126492,0.14598104711126492,0.14598104711126492,0.14598104711126492,0.14598104711126492,0.15560327058122864,0.14598104711126492,0.14598104711126492,0.14598104711126492,0.14598104711126492,0.14598104711126492,0.15560327058122864,0.14598104711126492,0.14598104711126492,0.14598104711126492,0.14598104711126492,0.14598104711126492,0.14598104711126492,0.14598104711126492
YBL040C,0.16750158008823707,0.16750158008823707,0.16750158008823707,0.16750158008823707,0.16750158008823707,0.16750158008823707,0.16750158008823707,0.16750158008823707,0.16839223278762805,0.16953793124551064,0.16953793124551064,0.17111398872989533,0.16750158008823707,0.17211405445505246,0.16839223278762805,0.16750158008823707,0.16750158008823707,0.16750158008823707,0.16110600652942916,0.16110600652942916,0.16750158008823707,0.17211405445505246
YBL050W,0.13916086168882,0.13916086168882,0.13916086168882,0.13916086168882,0.13916086168882,0.13916086168882,0.13916086168882,0.13916086168882,0.14257501470169828,0.13905235440189476,0.13905235440189476,0.14198117240392558,0.13916086168882,0.14257501470169828,0.14257501470169828,0.13916086168882,0.13916086168882,0.13916086168882,0.14140337209427467,0.14140337209427467,0.13916086168882,0.13916086168882
YBL078C,0.13618632602028072,0.14000976540200316,0.13618632602028072,0.13618632602028072,0.13618632602028072,0.13618632602028072,0.13618632602028072,0.13618632602028072,0.13475288341344085,0.13475288341344085,0.13475288341344085,0.13618632602028072,0.13618632602028072,0.13618632602028072,0.13475288341344085,0.13618632602028072,0.13618632602028072,0.13618632602028072,0.13915915467884243,0.13915915467884243,0.13618632602028072,0.13618632602028072
YBL091C,0.18476551312135014,0.1888999963979679,0.18741877722837647,0.18741877722837647,0.18741877722837647,0.18741877722837647,0.18741877722837647,0.18741877722837647,0.18880883463990705,0.19119900512335777,0.19119900512335777,0.1902679470265421,0.18781349255833948,0.18781349255833948,0.18741877722837647,0.18741877722837647,0.18741877722837647,0.18741877722837647,0.18989798489045567,0.18989798489045567,0.18741877722837647,0.18836399142088947
YBL102W,0.08056740609991776,0.08056740609991776,0.08312490021635194,0.08056740609991776,0.08312490021635194,0.08312490021635194,0.08312490021635194,0.08312490021635194,0.0781990476489692,0.07762757093682143,0.07762757093682143,0.08052953437226393,0.07946782432405068,0.08056740609991776,0.08312490021635194,0.08312490021635194,0.08056740609991776,0.08312490021635194,0.08218863686711556,0.08218863686711556,0.08312490021635194,0.07885013745620162
YBR025C,0.5532378146390071,0.5532378146390071,0.5509816096864257,0.5532378146390071,0.5509816096864257,0.5532378146390071,0.5532378146390071,0.5509816096864257,0.5539315553635089,0.5509996243078985,0.5509996243078985,0.554626166014433,0.5478467186775925,0.5518593472651029,0.5539315553635089,0.5509816096864257,0.5532378146390071,0.5509816096864257,0.5549218472998247,0.5549218472998247,0.5509816096864257,0.5532378146390071
YBR029C,0.15351000245505458,0.15356042938683287,0.15259608757606227,0.15356042938683287,0.15356042938683287,0.15356042938683287,0.15290087650353099,0.15356042938683287,0.15060623331140005,0.1534878821385768,0.1534878821385768,0.15309196462523567,0.15363136207799796,0.15351000245505458,0.15060623331140005,0.15356042938683287,0.15356042938683287,0.15356042938683287,0.15351000245505458,0.15351000245505458,0.15356042938683287,0.15417218286271614
YBR039W,0.3215060819167274,0.3207530734632542,0.3207530734632542,0.3207530734632542,0.3207530734632542,0.3207530734632542,0.3207530734632542,0.3207530734632542,0.31814305958046557,0.3156271055100267,0.3156271055100267,0.3186176020146786,0.3218416007215315,0.3172065624750961,0.31814305958046557,0.3207530734632542,0.3134518421242654,0.3207530734632542,0.3218416007215315,0.3218416007215315,0.3207530734632542,0.32204539429868806
YBR052C,0.13304266310094975,0.1390838613224543,0.1390838613224543,0.1390838613224543,0.1390838613224543,0.1390838613224543,0.1390838613224543,0.1390838613224543,0.14012802226437435,0.1357083550665393,0.1357083550665393,0.13192433862820693,0.13541547320327393,0.13733515233997165,0.14012802226437435,0.1390838613224543,0.1390838613224543,0.1390838613224543,0.13733515233997165,0.13733515233997165,0.1390838613224543,0.13733515233997165
YBR082C,0.28812944309308425,0.29057024192343217,0.28812944309308425,0.274541889816355,0.27004958151361,0.28812944309308425,0.28812944309308425,0.27004958151361,0.29057024192343217,0.29057024192343217,0.29057024192343217,0.29057024192343217,0.29057024192343217,0.3049510660862136,0.28812944309308425,0.27004958151361,0.274541889816355,0.27004958151361,0.29057024192343217,0.29057024192343217,0.27004958151361,0.28812944309308425
YBR109C,0.1985598454658453,0.19694137740448844,0.1985598454658453,0.1985598454658453,0.1985598454658453,0.1985598454658453,0.1985598454658453,0.1985598454658453,0.1985598454658453,0.19694137740448844,0.19694137740448844,0.19694137740448844,0.19487057407390965,0.19694137740448844,0.1985598454658453,0.1985598454658453,0.19827461396975718,0.1985598454658453,0.1985598454658453,0.1985598454658453,0.1985598454658453,0.19760817612267126
YBR143C,0.32160209135876583,0.32160209135876583,0.32235415488369906,0.3225075762429312,0.3225075762429312,0.3225075762429312,0.3225075762429312,0.3225075762429312,0.3171978230110822,0.3168583544244332,0.3168583544244332,0.32160209135876583,0.32160209135876583,0.32337559018952255,0.3171978230110822,0.3225075762429312,0.3225075762429312,0.3225075762429312,0.3203039980941684,0.3203039980941684,0.3225075762429312,0.3225075762429312
