,273614N,378604X,BC187,DBVPG1106,DBVPG1373,DBVPG6765,L_1374,NCYC361,SK1,UWOPS05_217_3,UWOPS05_227_2,UWOPS83_787_3,UWOPS87_2421,Y12,Y55,YJM975,YJM978,YJM981,YPS128,YPS606,YS2,YS9
YDL135C,24.3085491144505,24.658321128881703,23.893434830397,23.9318591067072,23.7333490751412,24.1369740172537,24.0861596587581,23.9060655990722,23.541883235628802,23.5581741208672,23.9114290676199,23.9823175962169,24.973536189119102,24.5687479823054,24.1100088688011,23.915838701455797,24.2197141724917,23.936439865776002,24.4746447158443,23.835761915757,24.1593841078558,23.9314805399105
YDL137W,36.187925291635196,38.677439865500304,34.4046113849671,36.5288225986559,37.1482627636169,36.635934577811796,37.075027695969396,38.448201598086,36.367045852756,36.9294165607203,37.462480182118604,36.2107334294802,36.5614238215311,37.4097658690284,38.779959381952,38.1598885145054,37.3225136840031,36.228089191630005,36.0436251805737,37.8705307056392,37.5846134784167,37.4763290135082
YDL140C,65.0049571360191,62.48544753818251,63.41873834019446,64.8749957993333,63.94867820331732,64.5414941774505,65.2722565120471,66.9015939678467,61.95662394316868,63.28346621832519,67.07644430967537,67.7459927486162,65.9810526657989,67.0581379497472,63.944211876174954,67.5436780877758,69.8983646744873,67.553607855857,65.76270503342589,66.44099793332079,65.69691396499239,67.4193708928687
YDL143W,81.7469490953372,81.8194427769512,79.98262727787981,81.16468814810871,82.2779820838825,82.9718986005129,80.48593821879,82.38435060408139,81.40145731303271,80.91413263147088,81.2449166193453,81.043741919648,83.5790905655324,82.6640702953031,82.0905396626347,82.37462424398271,81.5237001959828,85.3528665529267,81.70991859564289,83.2660358677656,82.9274329512912,82.3580882099891
YDL145C,227.52927941281104,232.59756470523286,228.25716199528173,230.64985972090247,231.67177638048068,229.22101334219607,226.35052616304662,231.66290900265136,228.46395979110542,231.57480720431607,232.7102215127079,229.9568848357311,228.33310350380955,233.848749472793,227.8234623361579,232.43823717116894,230.5069082480685,232.81977898262465,230.7496894254128,234.5986924994451,232.3342832440987,232.99840987420234
YDL146W,14.0649213669739,14.0328027665654,13.8691057342209,13.7926685063673,14.0419729084615,13.9281319923104,13.9116645428245,13.714274164749,14.2573769764068,14.0838560764996,13.7154340261118,13.5513623601942,13.8526795426245,13.6805151913277,14.0443753954018,13.7821978580173,13.8940899602945,13.7903005792721,13.7296386820741,13.7542352738445,13.6942938539233,13.8240699353608
YDL147W,26.911321201248,24.3750823587689,27.206297917079098,26.4648950581038,26.4765589796806,25.8106274896928,26.910618436926498,25.3555943204619,27.4987466535474,26.560707689828803,25.2789725832445,25.988361630790003,26.849509103270897,25.662843370614297,25.9176274510187,24.5708329390367,25.2930697035397,25.398762593785,25.3508424944788,25.6526365326499,25.3604214369176,25.8551185741458
YDL160C,66.14961531729436,66.85239818347893,66.5267482205419,67.16192781084585,67.6861128426789,66.54129223918528,66.61100639324592,68.3697637355272,68.25819320604592,69.47188605950232,69.69829576002056,67.95183035037384,68.22090597414419,68.75221654931812,67.29613802027701,68.51204195952897,66.49245492599724,68.05140078728927,69.52186200075344,68.98922797780101,68.40439041765795,66.72314560727374
YDL164C,10.8632504416073,10.8369420474958,10.4833167520483,10.4380635631288,10.3709724780015,10.0767788584518,10.3542784658827,10.4846370226892,10.2968922949348,10.8498076206156,10.785375941839,10.7262037790451,11.1639175955317,10.9925889333061,10.64778673177,10.5425363811818,10.393453157239,10.6787030228298,10.7665023180941,10.9485774806721,10.7609403546205,10.6911943213435
YDL168W,22.249636242614997,22.6291596626491,20.78830896627276,22.2929888679863,22.0039267751643,22.6111458288885,21.9509699908971,22.4192634335935,21.1319744704185,20.651995505358798,21.0139157614728,20.417187061178268,22.5672712711228,23.346353403693897,22.5940720012965,22.504077263408497,21.905779548770603,22.0063918453313,20.16046343516818,20.05793706722422,22.3766466349907,22.9175737722424
