gene,273614N,378604X,BC187,DBVPG1106,DBVPG1373,DBVPG6765,L_1374,NCYC361,SK1,UWOPS05_217_3,UWOPS05_227_2,UWOPS83_787_3,UWOPS87_2421,Y12,Y55,YJM975,YJM978,YJM981,YPS128,YPS606,YS2,YS9
YAL001C,0.36821575415017094,0.3686820828356603,0.3675162819637598,0.3676933658008911,0.3674267050672527,0.3676933658008911,0.3676933658008911,0.3674267050672527,0.36816326907994246,0.3697204770588361,0.3697204770588361,0.3684486873121043,0.3678606513079193,0.3683307683738258,0.36742197422632555,0.3674267050672527,0.3674267050672527,0.3674267050672527,0.3682817894627828,0.3682817894627828,0.3674267050672527,0.368087822270005
YAL003W,0.6469537859222929,0.6452988479904075,0.6469537859222929,0.6469537859222929,0.6469537859222929,0.6469537859222929,0.6469537859222929,0.6469537859222929,0.6469537859222929,0.650347830830695,0.6486129681195554,0.6469537859222929,0.6469537859222929,0.6469537859222929,0.6486842107737743,0.6469537859222929,0.6469537859222929,0.6469537859222929,0.6486129681195554,0.6486129681195554,0.6486842107737743,0.6469537859222929
YAL005C,0.6313384398992434,0.6342053656986126,0.6341513022063519,0.6338722281108954,0.6372781776223347,0.6338722281108954,0.6332472732055121,0.6327414071104963,0.6340543012629173,0.6338221853250455,0.6338221853250455,0.6333389829768261,0.632176384415175,0.6330739503844647,0.633114336880448,0.6341966562858457,0.633438377151878,0.6338722281108954,0.6333041437072604,0.6333041437072604,0.633571206088176,0.632417723379449
YAL007C,0.4464615193896762,0.4464615193896762,0.44456382279996,0.44456382279996,0.44456382279996,0.4464615193896762,0.4464615193896762,0.44456382279996,0.4464615193896762,0.4464615193896762,0.4464615193896762,0.4448647270848469,0.4464615193896762,0.4441016685695509,0.4473289106483754,0.44456382279996,0.44456382279996,0.44456382279996,0.4464615193896762,0.4464615193896762,0.44456382279996,0.4464615193896762
YAL012W,0.5043749953691197,0.5026628099421906,0.5019901098207755,0.5019901098207755,0.5019901098207755,0.5019901098207755,0.5019901098207755,0.5019901098207755,0.5008843851521385,0.502099438339371,0.502099438339371,0.502099438339371,0.5026628099421906,0.502099438339371,0.5005080157777131,0.5019901098207755,0.5019901098207755,0.5019901098207755,0.501680979036893,0.501680979036893,0.5019901098207755,0.5019901098207755
YAL016W,0.41149144252399616,0.41229272224923214,0.41206818271310586,0.41149144252399616,0.41149144252399616,0.41149144252399616,0.41206818271310586,0.41149144252399616,0.41149144252399616,0.41197121713141466,0.41197121713141466,0.41474687724757586,0.41434837045571066,0.4139482883748259,0.41225104200978435,0.41149144252399616,0.41149144252399616,0.41149144252399616,0.4121719479060095,0.4121719479060095,0.41149144252399616,0.41179235072532544
YAL021C,0.38329138494837384,0.38479328337627544,0.3839127721280167,0.3839127721280167,0.3836565492776154,0.3838487869266598,0.3836565492776154,0.3836565492776154,0.38173679180714454,0.38255265395204524,0.38255265395204524,0.38194870816833876,0.382465140296212,0.3831091047031992,0.38306357281471914,0.3836565492776154,0.3836972527205829,0.3836565492776154,0.38194870816833876,0.381708009079696,0.3836565492776154,0.3831816986398551
YAL023C,0.4387101830785487,0.43861856910565866,0.4383137613378727,0.4383137613378727,0.4379605838075215,0.4383137613378727,0.43723564148887695,0.4379605838075215,0.439381111726677,0.43681986259707334,0.43681986259707334,0.43904661852889965,0.43800405741131726,0.4374045458184513,0.438702522452991,0.4379605838075215,0.4389235888398109,0.4379605838075215,0.4395612709105183,0.4395612709105183,0.4379605838075215,0.4388823988252473
YAL029C,0.39338512340758053,0.39366478233806584,0.39309143449830014,0.39316012998227484,0.3935826420868457,0.39338512340758053,0.39338512340758053,0.3935826420868457,0.3938380294679522,0.39284421811794634,0.39284421811794634,0.39354228040093064,0.3929938853877685,0.3934940739777372,0.39319843828676876,0.3935826420868457,0.39309143449830014,0.3935826420868457,0.39327827216167877,0.39327827216167877,0.3935826420868457,0.39349053087031055
YAL034C,0.3716291613911378,0.3716291613911378,0.3716291613911378,0.3716291613911378,0.3716291613911378,0.37053229076102484,0.3716291613911378,0.3716291613911378,0.3681095180793209,0.3730076224900615,0.3730076224900615,0.37196232498959014,0.3716291613911378,0.3710923485396925,0.37344039291789555,0.3716291613911378,0.3716291613911378,0.3716291613911378,0.3722583050026498,0.3722583050026498,0.3716291613911378,0.3716291613911378
