,273614N,378604X,BC187,DBVPG1106,DBVPG1373,DBVPG6765,L_1374,NCYC361,SK1,UWOPS05_217_3,UWOPS05_227_2,UWOPS83_787_3,UWOPS87_2421,Y12,Y55,YJM975,YJM978,YJM981,YPS128,YPS606,YS2,YS9
YER125W,-72869.04799783551,-72421.67762746513,-71665.86730769232,-71930.24388703085,-71665.86730769232,-72127.30146278841,-72127.30146278841,-71665.86730769232,-71371.86730769232,-72344.2599067599,-72344.2599067599,-72033.24388703085,-72797.723813115,-73826.09621489623,-71665.86730769232,-71665.86730769232,-71665.86730769232,-71665.86730769232,-72033.24388703085,-72033.24388703085,-71665.86730769232,-71930.24388703085
YER126C,-21569.58971390928,-21569.58971390928,-21465.164389233953,-21465.164389233953,-21465.164389233953,-21465.164389233953,-21465.164389233953,-21465.164389233953,-21730.58971390928,-21752.164389233953,-21752.164389233953,-21465.164389233953,-21465.164389233953,-21569.58971390928,-21465.164389233953,-21465.164389233953,-21465.164389233953,-21465.164389233953,-21569.58971390928,-21569.58971390928,-21465.164389233953,-21465.164389233953
YER133W,-27526.055194805194,-27526.055194805194,-27526.055194805194,-27526.055194805194,-27573.055194805194,-27573.055194805194,-27573.055194805194,-27573.055194805194,-27448.055194805194,-27526.055194805194,-27526.055194805194,-27526.055194805194,-27510.206510594668,-27526.055194805194,-27573.055194805194,-27573.055194805194,-27573.055194805194,-27573.055194805194,-27526.055194805194,-27526.055194805194,-27573.055194805194,-27526.055194805194
YER134C,-14805.869047619048,-14805.869047619048,-13943.39625668449,-13943.39625668449,-13943.39625668449,-13943.39625668449,-13943.39625668449,-13943.39625668449,-15065.869047619048,-14700.428527870477,-14700.428527870477,-14805.869047619048,-14306.948746867167,-14770.500626566418,-13943.39625668449,-13943.39625668449,-13943.39625668449,-13943.39625668449,-14534.869047619048,-14534.869047619048,-13943.39625668449,-13943.39625668449
YER136W,-34331.26066760037,-34372.403524743226,-34084.19380607315,-33757.02392190327,-34084.19380607315,-34084.19380607315,-34084.19380607315,-34084.19380607315,-35555.78544973545,-34597.65195903131,-34597.65195903131,-34979.2380952381,-34434.403524743226,-34328.26066760037,-34084.19380607315,-34084.19380607315,-34084.19380607315,-34084.19380607315,-34331.26066760037,-34331.26066760037,-34084.19380607315,-34084.19380607315
YER141W,-44265.18817065287,-44414.1088867654,-44406.29905310375,-44406.29905310375,-44406.29905310375,-44406.29905310375,-44406.29905310375,-44406.29905310375,-44760.29239646307,-47161.242602193124,-47161.242602193124,-46845.242602193124,-44192.56565348463,-44140.05938644688,-44406.29905310375,-44406.29905310375,-44406.29905310375,-44406.29905310375,-43865.18817065287,-43865.18817065287,-44406.29905310375,-44575.29905310376
YER143W,-35890.88736263737,-36037.88736263737,-35553.25,-35553.25,-35553.25,-35553.25,-35553.25,-35553.25,-36979.55,-35457.88736263737,-35457.88736263737,-35532.88736263737,-35883.88736263737,-35890.88736263737,-35553.25,-35553.25,-35553.25,-35553.25,-35457.88736263737,-35457.88736263737,-35553.25,-35553.25
YER145C,-41470.064102564094,-42040.064102564094,-41815.064102564094,-42100.064102564094,-41755.064102564094,-42100.064102564094,-41755.064102564094,-41755.064102564094,-41822.758928571435,-42189.064102564094,-42189.064102564094,-42100.064102564094,-42040.064102564094,-41815.064102564094,-42100.064102564094,-41755.064102564094,-41755.064102564094,-41755.064102564094,-42040.064102564094,-42040.064102564094,-41755.064102564094,-42100.064102564094
YER155C,-168274.89784403463,-168584.67333333334,-168322.67333333334,-168673.67333333334,-168496.67333333334,-168772.67333333334,-168593.67333333334,-168496.67333333334,-168850.02473118278,-169652.02602495547,-169652.02602495547,-169198.02602495547,-168962.0463869464,-167415.22672418162,-168614.67333333334,-168496.67333333334,-168496.67333333334,-168496.67333333334,-168826.02602495547,-168826.02602495547,-168496.67333333334,-168476.67333333334
YER162C,-63867.86904761905,-64280.86904761905,-64079.86904761905,-63786.86904761905,-63785.86904761905,-64212.86904761905,-63785.86904761905,-63785.86904761905,-64697.86904761905,-66140.86904761905,-66140.86904761905,-64714.86904761905,-63715.86904761905,-63691.86904761905,-63786.86904761905,-63785.86904761905,-63785.86904761905,-63785.86904761905,-64623.58571428571,-64623.58571428571,-63785.86904761905,-63874.86904761905
YER164W,-124700.4050008534,-124314.86077877982,-123938.71438501762,-123911.71438501762,-124893.62443792768,-123911.71438501762,-124893.62443792768,-124893.62443792768,-127022.2529137529,-126277.49925465843,-126277.49925465843,-124066.4050008534,-124312.86077877982,-125825.39351788563,-123706.71438501762,-124893.62443792768,-124893.62443792768,-124893.62443792768,-123922.4050008534,-123922.4050008534,-124893.62443792768,-124469.86077877981
YER165W,-49044.289895147245,-49962.759613845534,-48971.289895147245,-48971.289895147245,-48971.289895147245,-48971.289895147245,-48846.289895147245,-48971.289895147245,-49023.19185593156,-49174.289895147245,-49174.289895147245,-49060.289895147245,-49962.759613845534,-49299.36681822416,-48971.289895147245,-48971.289895147245,-48971.289895147245,-48971.289895147245,-49174.289895147245,-49174.289895147245,-48971.289895147245,-49274.39319455054
YER177W,-25811.88181818182,-25768.920853858785,-25768.920853858785,-25844.920853858785,-25768.920853858785,-25768.920853858785,-25768.920853858785,-25768.920853858785,-25860.157334891876,-26383.05775862069,-26383.05775862069,-25904.623935091277,-25768.920853858785,-25676.623935091277,-25768.920853858785,-25768.920853858785,-25768.920853858785,-25768.920853858785,-25904.623935091277,-25904.623935091277,-25768.920853858785,-25676.623935091277
YER178W,-42749.74162679426,-42507.74162679426,-43053.11724137931,-43053.11724137931,-43053.11724137931,-43053.11724137931,-43409.13063063063,-43053.11724137931,-42888.11545566502,-42888.11545566502,-42888.11545566502,-42750.42592592593,-43053.11724137931,-43036.11545566503,-43053.11724137931,-43053.11724137931,-43053.11724137931,-43053.11724137931,-43016.794117647056,-43016.794117647056,-43053.11724137931,-44202.71428571429
YFL004W,-72822.41025641026,-73633.3,-72664.41025641026,-72794.41025641026,-72664.41025641026,-73571.3,-72870.41025641026,-72664.41025641026,-73295.3,-73462.3,-73462.3,-73088.3,-73100.3,-73536.3,-73295.3,-72664.41025641026,-72664.41025641026,-72664.41025641026,-71760.97651607652,-71760.97651607652,-72664.41025641026,-72777.41025641026
YFL005W,-20283.7,-20283.7,-20283.7,-20283.7,-20283.7,-20283.7,-20283.7,-20283.7,-19751.72736929737,-20132.88181818182,-20132.88181818182,-20238.88181818182,-19557.72736929737,-19340.595143383747,-19751.72736929737,-20283.7,-20283.7,-20283.7,-19557.72736929737,-19557.72736929737,-20283.7,-19557.72736929737
YFL007W,-189143.70476190478,-189695.57333333333,-189444.33333333334,-189210.33333333334,-189164.57333333333,-189164.57333333333,-189704.51893939392,-189166.33333333334,-188534.33333333334,-188742.33333333334,-188740.57333333333,-189839.33333333334,-189366.33333333334,-188530.33333333334,-188534.33333333334,-189164.57333333333,-189164.57333333333,-189166.33333333334,-189557.33333333334,-189613.33333333334,-189166.33333333334,-189020.33333333334
YFL014W,-10319.571428571428,-10486.571428571428,-11475.453921568627,-10737.583333333332,-10319.571428571428,-10319.571428571428,-10319.571428571428,-10319.571428571428,-10907.571428571428,-10823.571428571428,-10823.571428571428,-10907.571428571428,-10907.571428571428,-10648.571428571428,-10907.571428571428,-10319.571428571428,-10319.571428571428,-10319.571428571428,-10907.571428571428,-10907.571428571428,-10319.571428571428,-10653.571428571428
YFL016C,-52735.452488687784,-52323.815126050424,-52735.452488687784,-52735.452488687784,-52735.452488687784,-52735.452488687784,-52735.452488687784,-52735.452488687784,-52803.452488687784,-51526.93925339367,-51526.93925339367,-52667.452488687784,-52395.93925339367,-52995.452488687784,-52803.452488687784,-52735.452488687784,-52735.452488687784,-52735.452488687784,-52750.452488687784,-52750.452488687784,-52735.452488687784,-52735.452488687784
YFL018C,-45842.26666666668,-46139.251515151525,-45842.26666666668,-45842.26666666668,-45842.26666666668,-45842.26666666668,-45842.26666666668,-45842.26666666668,-45979.571428571435,-45966.07828282828,-45966.07828282828,-45949.571428571435,-45723.571428571435,-45254.571428571435,-45979.571428571435,-45842.26666666668,-45842.26666666668,-45842.26666666668,-45715.962233169135,-45715.962233169135,-45842.26666666668,-45990.26666666668
YFL022C,-45209.20052910053,-45258.58470418471,-45070.20052910053,-45209.20052910053,-45209.20052910053,-45209.20052910053,-45209.20052910053,-45209.20052910053,-44992.68470418471,-45419.20052910053,-45419.20052910053,-45055.80238095239,-44668.43968253968,-45086.926254826256,-44992.68470418471,-45209.20052910053,-45209.20052910053,-45209.20052910053,-45303.20052910053,-45303.20052910053,-45209.20052910053,-45209.20052910053
YFL024C,-65016.508983609,-64445.785906685924,-64580.21090668591,-64776.27340668592,-64764.27340668592,-64842.508983609,-67250.4800135791,-64842.508983609,-65351.99101237515,-64695.09707884707,-64695.09707884707,-65276.76949264019,-63988.056732763296,-64358.865600284655,-65273.75543545207,-64842.508983609,-64842.508983609,-64998.145906685924,-67227.4800135791,-67158.4800135791,-64842.508983609,-66517.1014492087
YFL028C,-26965.421025641026,-26965.421025641026,-26965.421025641026,-26965.421025641026,-26965.421025641026,-26965.421025641026,-26965.421025641026,-26965.421025641026,-27188.75,-25767.316666666666,-25767.316666666666,-26296.288961038965,-26746.288961038965,-27179.28896103896,-27188.75,-26965.421025641026,-26965.421025641026,-26624.421025641026,-26658.333333333332,-26658.333333333332,-26965.421025641026,-27270.08896103896
YFL034C-A,-9408.353333333334,-9099.534640522876,-9408.353333333334,-9408.353333333334,-9224.853333333334,-9408.353333333334,-9224.853333333334,-9224.853333333334,-8849.804184704186,-9224.534640522876,-9224.534640522876,-9365.534640522876,-9491.773611111112,-9731.352558479533,-8849.804184704186,-9224.853333333334,-9224.853333333334,-9408.353333333334,-9491.773611111112,-9491.773611111112,-9224.853333333334,-9459.353333333334
YFL036W,-119666.59637029636,-118419.72414391593,-119629.59637029636,-119510.59637029636,-119666.59637029636,-119742.59637029636,-118589.71454465075,-118922.4247537593,-118590.88023088024,-119769.13580863581,-119769.13580863581,-119744.95277292152,-118449.8039758487,-119627.78482570061,-118590.88023088024,-119666.59637029636,-119666.59637029636,-120458.5,-117949.8039758487,-117949.8039758487,-119666.59637029636,-120350.5
YFL037W,-44551.7939527905,-44551.7939527905,-44979.7939527905,-44551.7939527905,-44551.7939527905,-44551.7939527905,-44551.7939527905,-44551.7939527905,-44996.7939527905,-45012.71492342782,-45012.71492342782,-44848.992779176406,-44551.7939527905,-44551.7939527905,-44996.7939527905,-44551.7939527905,-44551.7939527905,-44551.7939527905,-44520.45672105671,-44520.45672105671,-44551.7939527905,-44527.7939527905
YFL038C,-17704.64393939394,-18106.47894736842,-17704.64393939394,-17878.47894736842,-18044.47894736842,-18044.47894736842,-18044.47894736842,-18044.47894736842,-18106.47894736842,-17544.47894736842,-17544.47894736842,-18044.47894736842,-18149.47894736842,-18106.47894736842,-18106.47894736842,-18044.47894736842,-18044.47894736842,-18044.47894736842,-18044.47894736842,-18044.47894736842,-18044.47894736842,-18106.47894736842
YFL039C,-35403.294444444444,-37065.80909090909,-37030.125,-37115.80909090909,-37065.80909090909,-35403.294444444444,-37065.80909090909,-37065.80909090909,-37252.80909090909,-36106.113766233764,-36106.113766233764,-37065.80909090909,-37065.80909090909,-37065.80909090909,-37252.80909090909,-37065.80909090909,-37065.80909090909,-37115.80909090909,-37065.80909090909,-37065.80909090909,-37065.80909090909,-37115.80909090909
YFL041W,-59541.333333333336,-60028.93174603175,-59507.187830687835,-59507.187830687835,-59018.457157784746,-59683.05502392345,-59413.17945189772,-59018.457157784746,-59800.68246300599,-59934.93174603175,-59934.93174603175,-60000.507002801125,-59929.187830687835,-60260.50700280112,-59800.68246300599,-59018.457157784746,-59018.457157784746,-59541.333333333336,-58360.37796240907,-58360.37796240907,-59018.457157784746,-59598.56504065041
YFL045C,-22131.597536023684,-22103.597536023684,-22131.597536023684,-22131.597536023684,-22131.597536023684,-22131.597536023684,-22131.597536023684,-22131.597536023684,-21475.387408431972,-23334.119218500797,-23334.119218500797,-22395.597536023684,-23391.16951990191,-22395.597536023684,-21475.387408431972,-22131.597536023684,-22131.597536023684,-22131.597536023684,-22395.597536023684,-22395.597536023684,-22131.597536023684,-22131.597536023684
YFL048C,-39351.30740740741,-39640.30740740741,-39351.30740740741,-39351.30740740741,-39351.30740740741,-39351.30740740741,-39596.30740740741,-39351.30740740741,-39840.30740740741,-40134.30740740741,-40134.30740740741,-39640.30740740741,-39576.27931034483,-39763.30740740741,-39840.30740740741,-39351.30740740741,-39351.30740740741,-39351.30740740741,-39640.30740740741,-39640.30740740741,-39351.30740740741,-39760.30740740741
